n	page	line	x	type	d1	passA	passB
3494	f29r	2	5985	f	0.313	f	f
3495	f29r	2	6035	l	0.457	lam	C04
3496	f29r	2	6082	w	0.489	omg|omg	C14|C14
3497	f29r	2	6157	T	0.564	T|T	T|T
3498	f29r	2	6212	o	0.715	o|o	o|o
3499	f29r	2	6243	arr	0.699	phi|phi	C01|C01
3500	f29r	2	6313	l	0.866	lam|lam	C04|C04
3501	f29r	2	6361	db	0.554	dag|dag	C11|C11
3502	f29r	2	6403	dash_o	0.237	-o|-o	o
3503	f29r	2	6470	psi	0.595	phi|phi	C13|ψ
3504	f29r	2	6551	rho	0.540	rho|rho	ρ|ρ
3505	f29r	2	6596	ankh	0.713	z=	7|ɟ
3506	f29r	2	6650	z	0.492	z	z
3507	f29r	2	6696	v	0.443	v	v
3508	f29r	2	6742	X	0.309	box	x
3509	f29r	2	6764	rho	0.557	x	ρ
3510	f29r	2	6812	rho	0.410	rho	ρ
3511	f29r	2	6891	psi	0.373	phi	C13
3512	f29r	2	6951	v	0.576	v	v
3513	f29r	2	6982	arr	0.449	phi	C01
3514	f29r	2	7057	T	0.725	T	T
3515	f29r	2	7076	rho	0.452	rho	ρ
3516	f29r	2	7148	o	0.699	o	o
3517	f29r	2	7183	I	0.813	I	I
3518	f29r	2	7239	arr	0.534	phi	C01
3519	f29r	2	7303	z	0.437	z	z
3520	f29r	2	7353	I	0.285	I	I
3521	f29r	2	7407	l	0.535	lam	C04
3522	f29r	2	7464	7	0.623	7	7
3523	f29r	2	7496	l	0.420	lam	C04
3524	f29r	2	7560	n	0.638	n	n
3525	f29r	2	7604	v	0.503	v	v
3526	f29r	2	7643	X	0.674	box	x
3527	f29r	2	7684	rho	0.326	-	ρ
3528	f29r	2	7730	w	0.756	omg	C14
3529	f29r	2	7808	psi	1.084	.	.
3530	f29r	3	5015	R	0.159	Rk	R
3531	f29r	3	5063	z	0.239	z	z
3532	f29r	3	5112	rho	0.565	-	-
3533	f29r	3	5114	v	0.559	v	v
3534	f29r	3	5200	q	0.151	rho	ρ
3535	f29r	3	5243	arr	0.659	phi	A
3536	f29r	3	5304	sq	0.763	A	-
3537	f29r	3	5352	E	0.348	eps	E
3538	f29r	3	5393	psi	0.426	phi	C13
3539	f29r	3	5448	f	0.751	f	f
3540	f29r	3	5505	l	0.485	lam	C04
3541	f29r	3	5549	l	0.333	lam	C04
3542	f29r	3	5602	arr	0.634	phi	A
3543	f29r	3	5665	sq	0.755	a	-
3544	f29r	3	5718	T	0.334	T	T
3545	f29r	3	5772	S	0.272	S	S
3546	f29r	3	5827	I	0.824	I	I
3547	f29r	3	5879	psi	0.613	phi	C13
3548	f29r	3	5941	v	0.265	v	v
3549	f29r	3	5952	rho	0.417	rho	ρ
3550	f29r	3	6027	w	0.555	omg	C14
3551	f29r	3	6080	7	0.722	7|7	7
3552	f29r	3	6124	lam	0.183	-	C10
3553	f29r	3	6181	l	0.734	lam|lam	C04
3554	f29r	3	6220	arr	0.670	phi|phi	A
3555	f29r	3	6266	db	0.679	dag|dag	C11
3556	f29r	3	6332	o	0.793	o|o	o
3557	f29r	3	6370	S	0.793	S|S	s
3558	f29r	3	6415	E	0.800	eps|eps	E
3559	f29r	3	6452	lam	0.610	lam|lam	C10
3560	f29r	3	6510	q	0.810	o|o	ρ
3561	f29r	3	6547	v	0.558	v|v	v
3562	f29r	3	6593	l	0.652	lam|lam	C04
3563	f29r	3	6638	v	0.272	v|v	v
3564	f29r	3	6673	th	1.038	-	.
3565	f29r	3	6725	box	0.515	box	.
3566	f29r	3	6794	n	0.367	n	n
3567	f29r	3	6841	v	0.526	v	v
3568	f29r	3	6864	db	0.760	dag	C11
3569	f29r	3	6931	lam	0.696	lam	-
3570	f29r	3	6974	v	0.757	v	v
3571	f29r	3	7020	th	0.430	eps	C19
3572	f29r	3	7058	dbar	0.661	dag	C11
3573	f29r	3	7140	psi	0.631	phi	ψ
3574	f29r	3	7199	box	0.659	box	C09
3575	f29r	3	7242	l	0.315	lam	C04
3576	f29r	3	7289	w	0.385	omg	C14
3577	f29r	3	7354	q	0.415	rho	ρ
3578	f29r	3	7399	psi	0.421	phi	ψ
3579	f29r	3	7451	rho	0.301	o	ρ
3580	f29r	3	7511	v	0.595	v	v
3581	f29r	3	7553	E	0.967	eps	E
3582	f29r	3	7605	7	0.619	7	7
3583	f29r	3	7643	l	0.794	lam	C04
3584	f29r	3	7683	rho	0.477	rho	ρ
3585	f29r	3	7735	db	0.430	o	6
3586	f29r	4	5002	S	0.847	S	S
3587	f29r	4	5061	T	0.584	T	T
3588	f29r	4	5113	X	0.701	x	x
3589	f29r	4	5162	arr	0.707	phi	A
3590	f29r	4	5216	db	0.225	dag	C11
3591	f29r	4	5268	7	0.888	7	7
3592	f29r	4	5295	l	0.599	lam	C04
3593	f29r	4	5362	n	0.206	n	n
3594	f29r	4	5401	v	0.788	v	v
3595	f29r	4	5426	db	0.739	dag	C11
3596	f29r	4	5475	l	0.454	rho	ρ
3597	f29r	4	5528	lam	0.357	lam	C10
3598	f29r	4	5574	o	0.302	o	o
3599	f29r	4	5614	lam	0.585	lam	C10
3600	f29r	4	5643	ankh	0.599	phi	ρ
3601	f29r	4	5697	X	0.800	x	x
3602	f29r	4	5735	f	0.255	-	f
3603	f29r	4	5793	box	0.648	box	C09
3604	f29r	4	5839	l	0.736	lam	C04
3605	f29r	4	5890	db	0.242	dag	C11
3606	f29r	4	5929	l	0.241	lam	C04
3607	f29r	4	5988	psi	0.247	phi	C13
3608	f29r	4	6045	lam	0.452	lam	C10
3609	f29r	4	6094	psi	0.701	phi|phi	ψ
3610	f29r	4	6155	S	0.381	S|S	s|s
3611	f29r	4	6211	th	0.237	theta|theta	C19|C19
3612	f29r	4	6240	l	0.929	o|o	ρ|ρ
3613	f29r	4	6299	z	0.605	z|z	z|z
3614	f29r	4	6353	I	0.560	I|I	I|I
3615	f29r	4	6401	l	0.668	lam|lam	C04|C04
3616	f29r	4	6468	n	0.698	n|n	n|n
3617	f29r	4	6510	v	0.644	v|v	v|v
3618	f29r	4	6551	X	0.321	box|box	x|x
3619	f29r	4	6565	rho	0.522	f|o	ρ|ρ
3620	f29r	4	6638	E	1.120	-	-
3621	f29r	4	6657	f	0.829	f	f|f
3622	f29r	4	6718	psi	0.417	phi	ψ
3623	f29r	4	6786	lam	0.450	lam	C10
3624	f29r	4	6838	box	0.744	box	C09
3625	f29r	4	6889	o	0.494	o	o
3626	f29r	4	6927	l	0.820	v	v
3627	f29r	4	6959	arr	0.744	phi	A
3628	f29r	4	7030	z	0.328	z	z
3629	f29r	4	7075	I	0.670	I	I
3630	f29r	4	7134	l	0.728	lam	C04
3631	f29r	4	7184	S	0.775	S	S
3632	f29r	4	7229	I	0.606	I	I
3633	f29r	4	7287	psi	0.334	phi	C13
3634	f29r	4	7342	v	0.243	v	v
3635	f29r	4	7358	rho	0.769	rho	ρ
3636	f29r	4	7424	six	0.514	o	6
3637	f29r	4	7472	Del	0.398	Delta	C07
3638	f29r	4	7521	o	0.654	o	o
3639	f29r	4	7562	I	0.445	I	I
3640	f29r	4	7610	arr	0.673	phi	A
3641	f29r	4	7673	psi	0.843	phi	C13
3642	f29r	4	7738	T	0.599	T	T
3643	f29r	5	5008	z	0.722	z	z
3644	f29r	5	5057	v	0.763	v	v
3645	f29r	5	5088	arr	0.661	phi	A
3646	f29r	5	5159	q	0.676	rho	ρ
3647	f29r	5	5188	db	0.706	dag	C11
3648	f29r	5	5257	S	0.187	S	s
3649	f29r	5	5299	z	0.558	z	z
3650	f29r	5	5358	v	0.535	v	v
3651	f29r	5	5394	arr	0.577	phi	A
3652	f29r	5	5467	psi	0.726	phi	ψ
3653	f29r	5	5523	arr	0.596	phi	A
3654	f29r	5	5601	7	0.124	7	7
3655	f29r	5	5636	f	0.305	f	f
3656	f29r	5	5709	th	0.465	theta	C19
3657	f29r	5	5757	z	0.428	z	z
3658	f29r	5	5802	A	0.552	A	A
3659	f29r	5	5860	psi	0.314	phi	ψ
3660	f29r	5	5927	z	0.553	z	z
3661	f29r	5	5977	T	0.124	T	T
3662	f29r	5	6035	X	0.194	x	x
3663	f29r	5	6079	f	0.369	f|f	f|f
3664	f29r	5	6133	X	0.232	x|x	x|x
3665	f29r	5	6191	z	0.679	z|z	z|z
3666	f29r	5	6228	f	0.340	f|f	f|f
3667	f29r	5	6297	q	0.649	rho|rho	ρ|ρ
3668	f29r	5	6344	psi	0.545	phi|phi	ψ|ψ
3669	f29r	5	6397	l	0.724	lam|lam	C04|C04
3670	f29r	5	6449	z	0.676	z|z	z|z
3671	f29r	5	6497	v	0.644	v|v	v|v
3672	f29r	5	6526	l	0.231	lam|lam	C04|C04
3673	f29r	5	6581	db	0.789	dag|dag	C11
3674	f29r	5	6657	rho	0.866	rho|rho	ρ|ρ
3675	f29r	5	6716	I	0.726	I	I
3676	f29r	5	6755	l	0.523	lam	C04
3677	f29r	5	6815	o	0.575	o	o
3678	f29r	5	6821	rho	0.389	rho	ρ
3679	f29r	5	6901	X	0.849	x	x
3680	f29r	5	6952	psi	0.609	phi	ψ
3681	f29r	5	7023	7	0.553	7	7
3682	f29r	5	7050	l	0.729	lam	C04
3683	f29r	5	7125	E	0.537	eps	E
3684	f29r	5	7176	psi	0.757	phi	ψ
3685	f29r	5	7241	lam	0.586	lam	-
3686	f29r	5	7292	l	0.340	rho	C04
3687	f29r	5	7339	q	0.824	phi	ρ
3688	f29r	5	7391	db	0.787	dag	C11
3689	f29r	5	7458	l	1.126	S	s
3690	f29r	5	7496	o	0.376	o	o
3691	f29r	5	7536	I	0.774	I	I
3692	f29r	5	7600	f	0.840	f	f
3693	f29r	5	7655	l	0.763	lam	C04
3694	f29r	5	7709	psi	0.735	phi	ψ
3695	f29r	5	7798	f	1.083	.	.
3696	f29r	6	4976	f	0.857	f	f
3697	f29r	6	5065	v	0.833	v	v
3698	f29r	6	5104	7	0.702	7	7
3699	f29r	6	5131	l	0.311	lam	C04
3700	f29r	6	5196	o	0.570	-	o
3701	f29r	6	5232	E	0.852	oe	E
3702	f29r	6	5274	q	0.213	rho	ρ
3703	f29r	6	5315	psi	0.333	phi	ψ
3704	f29r	6	5376	7	0.263	7	7
3705	f29r	6	5412	f	0.438	f	f
3706	f29r	6	5477	box	0.456	box	C09
3707	f29r	6	5541	psi	0.714	phi	ψ
3708	f29r	6	5601	n	0.366	n	n
3709	f29r	6	5644	v	0.201	v	v
3710	f29r	6	5681	X	0.242	x	x
3711	f29r	6	5728	rho	0.492	rho	ρ
3712	f29r	6	5791	E	0.614	eps	E
3713	f29r	6	5819	l	0.296	lam	C04
3714	f29r	6	5885	th	0.374	theta	C19
3715	f29r	6	5941	psi	0.400	phi	ψ
3716	f29r	6	5991	f	0.700	-	f
3717	f29r	6	6029	l	0.893	lam	-
3718	f29r	6	6098	n	0.325	n|n	n|n
3719	f29r	6	6144	v	0.307	v|v	v|v
3720	f29r	6	6180	db	0.541	dag|dag	C11|C11
3721	f29r	6	6257	q	0.354	rho|rho	ρ|ρ
3722	f29r	6	6303	psi	0.775	phi|phi	ψ|ψ
3723	f29r	6	6342	rho	0.749	rho|rho	ρ|ρ
3724	f29r	6	6414	o	0.603	o|o	o|o
3725	f29r	6	6451	I	0.741	I|I	I|I
3726	f29r	6	6503	H	0.347	H|H	H|H
3727	f29r	6	6552	db	0.735	dag|dag	C11|C11
3728	f29r	6	6596	arr	0.823	phi|phi	A|A
3729	f29r	6	6643	rho	0.731	rho|rho	ρ|ρ
3730	f29r	6	6709	psi	0.684	phi	ψ
3731	f29r	6	6761	q	0.496	rho	ρ
3732	f29r	6	6803	X	0.697	x	x
3733	f29r	6	6855	box	0.631	box	C09
3734	f29r	6	6914	l	0.654	lam	-
3735	f29r	6	6957	plus	0.293	dag	C22
3736	f29r	6	7019	ankh	0.377	rho	ρ
3737	f29r	6	7077	hash	0.202	star	C08
3738	f29r	6	7136	7	0.628	7	-
3739	f29r	6	7164	l	0.303	lam	C04
3740	f29r	6	7218	Del	0.395	Delta	C07
3741	f29r	6	7267	o	0.532	o	o
3742	f29r	6	7301	I	0.526	I	I
3743	f29r	6	7345	arr	0.749	phi	A
3744	f29r	6	7397	db	0.528	dag	C11
3745	f29r	6	7451	yogh	1.012	-	-
3746	f29r	6	7469	l	1.138	n	n
3747	f29r	6	7497	v	0.200	v	v
3748	f29r	6	7536	psi	0.197	phi	ψ
3749	f29r	6	7603	q	0.773	rho	ρ
3750	f29r	6	7639	db	0.237	dag	C11
3751	f29r	6	7685	q	0.192	rho	ρ
3752	f29r	6	7720	ankh	0.779	phi	ɟ
3753	f29r	6	7763	f	0.693	f	f
3754	f29r	7	5013	lam	0.487	v	C10
3755	f29r	7	5049	rho	0.198	rho	ρ
3756	f29r	7	5123	psi	0.691	phi	ψ
3757	f29r	7	5170	lam	0.210	v	C10
3758	f29r	7	5218	box	0.148	box	C09
3759	f29r	7	5272	E	0.589	eps	E
3760	f29r	7	5313	?	1.042	o	o
3761	f29r	7	5350	lam	0.597	v	C10
3762	f29r	7	5387	l	0.511	lam	C04
3763	f29r	7	5446	psi	0.697	phi	ψ
3764	f29r	7	5502	o	0.600	o	o
3765	f29r	7	5537	v	0.621	v	v
3766	f29r	7	5539	rho	0.594	rho	ρ
3767	f29r	7	5613	six	0.191	C6	6
3768	f29r	7	5659	q	0.456	rho	ρ
3769	f29r	7	5698	psi	0.635	phi	ψ
3770	f29r	7	5752	hash	0.828	hash(#)	C08
3771	f29r	7	5818	7	0.928	7	7
3772	f29r	7	5838	l	0.174	lam	C04
3773	f29r	7	5897	box	0.662	box	C09
3774	f29r	7	5954	arr	0.468	A	A
3775	f29r	7	6012	psi	0.567	phi	ψ
3776	f29r	7	6068	S	0.777	S|S	S
3777	f29r	7	6104	z	0.761	z|z	z
3778	f29r	7	6159	A	0.675	A|A	A
3779	f29r	7	6222	psi	0.634	phi|phi	ψ
3780	f29r	7	6263	rho	0.280	rho|rho	ρ
3781	f29r	7	6336	psi	0.869	phi|phi	ψ
3782	f29r	7	6387	lam	0.180	v|v	C10
3783	f29r	7	6439	box	0.305	box|box	C09
3784	f29r	7	6491	E	0.838	eps|eps	E
3785	f29r	7	6531	o	0.664	o|o	o
3786	f29r	7	6567	lam	0.664	v|v	C10
3787	f29r	7	6613	l	0.678	lam|lam	C04
3788	f29r	7	6655	db	0.505	dag|dag	C11
3789	f29r	7	6698	six	0.170	Co	6
3790	f29r	7	6768	o	0.536	o	o
3791	f29r	7	6811	I	0.298	I	I
3792	f29r	7	6852	f	0.447	f	f
3793	f29r	7	6913	lam	0.680	v	C10
3794	f29r	7	6973	Del	0.396	Delta	C07
3795	f29r	7	7027	psi	0.711	phi	ψ
3796	f29r	7	7089	v	0.625	v	v
3797	f29r	7	7130	H	0.273	H	H
3798	f29r	7	7181	db	0.602	dag	C11
3799	f29r	7	7220	f	0.849	f	f
3800	f29r	7	7288	l	0.413	lam	C04
3801	f29r	7	7329	S	0.747	S	S
3802	f29r	7	7371	I	0.297	I	I
3803	f29r	7	7427	lam	0.535	v	C10
3804	f29r	7	7479	Del	0.577	Delta	C07
3805	f29r	7	7524	I	0.770	I	I
3806	f29r	7	7593	q	1.146	rho	ρ
3807	f29r	7	7631	psi	0.675	phi	ψ
3808	f29r	7	7675	rho	0.692	rho	ρ
3809	f29r	7	7714	db	0.287	o	C11
3810	f29r	7	7762	lam	0.569	lam	.
3811	f29r	7	7804	q	1.116	.	.
3812	f29r	8	5010	7	0.273	7	7
3813	f29r	8	5030	l	0.256	lam	C04
3814	f29r	8	5100	n	0.699	n	n
3815	f29r	8	5140	v	0.560	v	v
3816	f29r	8	5175	X	0.795	box	x
3817	f29r	8	5233	Del	0.256	Delta	C07
3818	f29r	8	5285	psi	0.656	phi	ψ
3819	f29r	8	5351	I	0.576	I	I
3820	f29r	8	5409	H	0.287	H	H
3821	f29r	8	5452	db	0.715	dag	C11
3822	f29r	8	5500	f	0.717	f	f
3823	f29r	8	5535	l	0.423	lam	C04
3824	f29r	8	5578	rho	0.550	rho	ρ
3825	f29r	8	5654	psi	0.517	phi	ψ
3826	f29r	8	5716	lam	0.505	v	C10
3827	f29r	8	5757	db	0.435	dag	C11
3828	f29r	8	5806	arr	0.219	phi	A
3829	f29r	8	5873	S	0.648	S	s
3830	f29r	8	5920	db	0.228	dag	C11
3831	f29r	8	5952	f	0.394	f	f
3832	f29r	8	6003	l	0.307	lam	C04
3833	f29r	8	6083	o	0.486	o|o	o
3834	f29r	8	6122	v	0.648	v|v	v
3835	f29r	8	6163	q	0.239	rho|rho	ρ
3836	f29r	8	6204	I	0.600	I|I	I
3837	f29r	8	6257	box	0.642	box|box	C09
3838	f29r	8	6300	l	0.735	-	-
3839	f29r	8	6359	plus	0.151	hash|hash	C22
3840	f29r	8	6438	lamL	0.224	lam|lam	x
3841	f29r	8	6501	7	0.700	7|7	7
3842	f29r	8	6553	l	0.648	lam|lam	C04
3843	f29r	8	6586	o	0.607	o|o	o
3844	f29r	8	6628	v	0.644	v|v	v
3845	f29r	8	6665	q	0.377	rho|rho	ρ
3846	f29r	8	6704	X	0.332	x	x
3847	f29r	8	6766	box	0.320	box	C09
3848	f29r	8	6825	l	0.307	lam	C04
3849	f29r	8	6873	U	0.190	-	C24
3850	f29r	8	6946	m	0.454	heart2(Um)	m
3851	f29r	8	7041	o	0.289	o	o
3852	f29r	8	7074	v	0.562	v	v
3853	f29r	8	7113	H	0.499	H	H
3854	f29r	8	7164	X	0.799	star	x
3855	f29r	8	7224	psi	0.217	phi	ψ
3856	f29r	8	7258	f	0.794	f	f
3857	f29r	8	7341	box	0.618	box	C09
3858	f29r	8	7407	o	0.658	o	o
3859	f29r	8	7448	lam	0.707	lam	C10
3860	f29r	8	7510	n	0.621	n	n
3861	f29r	8	7554	v	0.321	v	v
3862	f29r	8	7589	db	0.666	dag	C11
3863	f29r	8	7648	rho	0.668	rho	ρ
3864	f29r	8	7685	psi	0.624	phi	ψ
3865	f29r	8	7751	q	0.393	rho	ρ
3866	f29r	8	7808	q	1.249	.	.
3867	f29r	9	5019	X	0.793	x	x
3868	f29r	9	5081	box	0.676	box	C09
3869	f29r	9	5124	l	0.691	lam	-
3870	f29r	9	5181	plus	0.275	-	C22
3871	f29r	9	5261	cross4	0.239	hash-o(of-o)	o
3872	f29r	9	5375	f	0.649	f	f
3873	f29r	9	5441	psi	0.655	phi	ψ
3874	f29r	9	5500	lam	0.630	lam	C10
3875	f29r	9	5533	db	0.233	dag	C11
3876	f29r	9	5601	q	0.324	rho	ρ
3877	f29r	9	5645	psi	0.209	phi	ψ
3878	f29r	9	5701	T	0.556	T	T
3879	f29r	9	5744	H	0.539	-o	C10
3880	f29r	9	5785	arr	0.222	phi	A
3881	f29r	9	5842	l	0.555	lam	C04
3882	f29r	9	5898	o	0.627	o	o
3883	f29r	9	5935	lam	0.580	v	C10
3884	f29r	9	5984	l	0.795	lam	C04
3885	f29r	9	6035	7	0.663	7	7
3886	f29r	9	6066	f	0.633	f|f	f|f
3887	f29r	9	6139	v	0.774	v|v	v|v
3888	f29r	9	6192	db	0.757	dag|dag	C11|C11
3889	f29r	9	6235	arr	0.319	lam|phi	A|A
3890	f29r	9	6298	lam	0.476	O|lam	C10|C10
3891	f29r	9	6316	rho	0.636	o|o	o|o
3892	f29r	9	6423	v	0.600	v|v	v|v
3893	f29r	9	6462	E	0.328	E|E	E|E
3894	f29r	9	6503	Del	0.365	Delta|Delta	C07|C07
3895	f29r	9	6552	I	0.598	I|I	I|I
3896	f29r	9	6614	rho	0.234	rho|rho	ρ|ρ
3897	f29r	9	6653	psi	0.628	phi|phi	ψ|ψ
3898	f29r	9	6705	rho	0.649	rho	ρ
3899	f29r	9	6763	db	0.462	dag	C11
3900	f29r	9	6809	S	0.506	S	s
3901	f29r	9	6857	psi	0.753	phi	ψ
3902	f29r	9	6910	f	0.658	f	f
3903	f29r	9	6967	l	0.658	lam	C04
3904	f29r	9	7023	7	0.507	7	7
3905	f29r	9	7068	f	0.704	lam	C04
3906	f29r	9	7115	n	0.680	n	n
3907	f29r	9	7163	v	0.268	v	v
3908	f29r	9	7195	db	0.397	dag	C11
3909	f29r	9	7256	q	0.651	rho	ρ
3910	f29r	9	7300	psi	0.703	phi	ψ
3911	f29r	9	7357	lam	0.520	lam	C10
3912	f29r	9	7405	dbar	0.690	dag	C11
3913	f29r	9	7500	psi	0.808	phi	ψ
3914	f29r	9	7552	f	0.785	f	f
3915	f29r	9	7612	lam	0.514	Rk	x
3916	f29r	9	7666	q	0.353	rho	ρ
3917	f29r	9	7701	sq	1.059	lam	.
3918	f29r	9	7797	q	1.064	.	.
3919	f29r	10	5003	arr	0.826	phi	A
3920	f29r	10	5067	q	0.282	rho	ρ
3921	f29r	10	5103	sq	0.196	a	-
3922	f29r	10	5169	A	0.371	A	A
3923	f29r	10	5227	o	0.348	o	o
3924	f29r	10	5245	f	0.693	f	f
3925	f29r	10	5315	box	0.637	box	C09
3926	f29r	10	5367	psi	0.575	phi	ψ
3927	f29r	10	5431	n	0.747	n	n
3928	f29r	10	5474	v	0.652	v	v
3929	f29r	10	5511	db	0.246	dag	C11
3930	f29r	10	5521	rho	0.299	rho	ρ
3931	f29r	10	5613	psi	0.437	phi	ψ
3932	f29r	10	5672	q	0.246	rho	ρ
3933	f29r	10	5715	I	0.535	I	I
3934	f29r	10	5774	box	0.284	box	C09
3935	f29r	10	5832	l	0.483	lam	-
3936	f29r	10	5885	plus	0.239	hash	C22
3937	f29r	10	5973	K	0.390	Rk	K
3938	f29r	10	6026	l	0.865	lam	C04
3939	f29r	10	6063	I	0.565	I	I|I
3940	f29r	10	6114	psi	0.738	phi|phi	ψ|ψ
3941	f29r	10	6166	f	0.723	f|f	f|f
3942	f29r	10	6234	q	0.297	rho|rho	ρ|ρ
3943	f29r	10	6275	arr	0.662	phi|phi	A|A
3944	f29r	10	6343	z	0.626	z|z	z|z
3945	f29r	10	6399	I	0.483	I|I	I|I
3946	f29r	10	6457	l	0.327	lam|lam	C04|C04
3947	f29r	10	6504	Del	0.448	Delta|Delta	A|A
3948	f29r	10	6557	psi	0.224	phi|phi	ψ|ψ
3949	f29r	10	6611	v	0.337	v|v	v|v
3950	f29r	10	6652	lam	0.625	lam	C10|C10
3951	f29r	10	6700	l	0.676	lam	C04
3952	f29r	10	6745	Del	0.279	Delta	C07
3953	f29r	10	6796	o	0.606	o	o
3954	f29r	10	6836	I	0.322	I	I
3955	f29r	10	6894	box	0.632	box	C09
3956	f29r	10	6936	l	0.692	lam	-
3957	f29r	10	7015	R	0.561	Rk	R
3958	f29r	10	7052	f	0.805	f	f
3959	f29r	10	7114	dbar	0.755	dag	C11
3960	f29r	10	7211	box	0.594	box	C09
3961	f29r	10	7276	E	0.765	eps	E
3962	f29r	10	7320	psi	0.673	phi	ψ
3963	f29r	10	7375	Del	0.569	Delta	C07
3964	f29r	10	7442	7	0.380	7	7
3965	f29r	10	7475	f	0.635	f	f
3966	f29r	10	7550	T	0.414	T	T
3967	f29r	10	7596	o	0.274	o	o
3968	f29r	10	7625	arr	0.785	phi	A
3969	f29r	10	7679	db	0.637	dag	C11
3970	f29r	10	7745	X	0.812	hash	x
3971	f29r	10	7799	l	1.105	.	.
3972	f29r	11	4948	rho	0.889	rho	ρ
3973	f29r	11	5060	box	0.627	box	C09
3974	f29r	11	5118	o	0.803	o	-
3975	f29r	11	5156	lam	0.237	lam	C10
3976	f29r	11	5208	7	0.371	7	7
3977	f29r	11	5233	l	0.718	lam	C04
3978	f29r	11	5280	rho	0.784	rho	ρ
3979	f29r	11	5346	o	0.761	o	o
3980	f29r	11	5385	z	0.546	z	z
3981	f29r	11	5441	v	0.227	v	v
3982	f29r	11	5455	rho	0.555	rho	ρ
3983	f29r	11	5532	psi	0.807	phi	ψ
3984	f29r	11	5600	q	0.588	rho	ρ
3985	f29r	11	5644	I	0.253	I	I
3986	f29r	11	5703	box	0.514	box	C09
3987	f29r	11	5752	l	0.770	-	-
3988	f29r	11	5804	plus	0.640	dag	C22
3989	f29r	11	5887	K	0.319	Rk	K
3990	f29r	11	5943	f	0.314	f	f
3991	f29r	11	5993	psi	0.656	v	ψ
3992	f29r	11	6046	lam	0.461	lam	C10
3993	f29r	11	6084	db	0.549	dag|dag	C11|C11
3994	f29r	11	6137	arr	0.634	A|A	A|A
3995	f29r	11	6203	z	0.670	z|z	z|z
3996	f29r	11	6268	I	0.356	I|I	I|I
3997	f29r	11	6323	l	0.539	lam|lam	C04|C04
3998	f29r	11	6386	o	0.501	o|o	o|o
3999	f29r	11	6428	dbar	0.221	dag|dag	C11|C11
4000	f29r	11	6509	arr	0.772	phi|phi	A|A
4001	f29r	11	6586	psi	0.612	rho|rho	ψ|ψ
4002	f29r	11	6638	ankh	0.574	phi	ρ|ρ
4003	f29r	11	6706	th	0.366	theta	C19
4004	f29r	11	6715	rho	0.185	rho	-
4005	f29r	11	6807	psi	0.334	phi	ψ
4006	f29r	11	6883	o	0.591	o	o
4007	f29r	11	6925	lam	0.296	lam	C10
4008	f29r	11	6968	ankh	0.676	rho	ρ
4009	f29r	11	7035	S	0.735	S	S
4010	f29r	11	7082	o	0.321	o	o
4011	f29r	11	7123	I	0.616	I	I
4012	f29r	11	7170	db	0.279	dag	ρ
4013	f29r	11	7216	lam	0.559	lam	C10
4014	f29r	11	7267	l	0.578	lam	C04
4015	f29r	11	7314	psi	0.598	phi	ψ
4016	f29r	11	7381	n	0.770	n	n
4017	f29r	11	7418	v	0.277	v	v
4018	f29r	11	7453	X	0.755	box	x
4019	f29r	11	7505	rho	0.664	-	ρ
4020	f29r	11	7560	E	0.706	eps	E
4021	f29r	11	7604	S	0.651	S	S
4022	f29r	11	7655	I	0.579	I	I
4023	f29r	11	7705	lam	0.565	lam	C10
4024	f29r	11	7759	l	0.572	lam	C04
4025	f29r	12	5024	R	0.272	Rk	R
4026	f29r	12	5058	f	0.742	f	f
4027	f29r	12	5118	dbar	0.733	dag	C11
4028	f29r	12	5214	o	0.627	o	o
4029	f29r	12	5255	v	0.674	v	v
4030	f29r	12	5285	l	0.559	lam	C04
4031	f29r	12	5333	arr	0.567	phi	A
4032	f29r	12	5388	db	0.526	dag	C11
4033	f29r	12	5453	T	0.603	T	T
4034	f29r	12	5500	H	0.289	H	C10
4035	f29r	12	5552	v	0.268	v	v
4036	f29r	12	5591	arr	0.676	phi	ρ
4037	f29r	12	5667	q	0.466	rho	q
4038	f29r	12	5708	v	0.235	v	v
4039	f29r	12	5751	box	0.458	box	C09
4040	f29r	12	5827	n	0.733	n	n
4041	f29r	12	5867	v	0.600	v	v
4042	f29r	12	5904	X	0.517	x	x
4043	f29r	12	5967	Del	0.622	Delta	C07
4044	f29r	12	6011	v	0.322	v	v
4045	f29r	12	6045	lam	0.618	lam	C10
4046	f29r	12	6080	l	0.602	rho|lam	C04|C04
4047	f29r	12	6139	o	0.504	o|o	o|o
4048	f29r	12	6174	dbar	0.384	dag|dag	C11|C11
4049	f29r	12	6256	arr	0.736	phi|phi	A|A
4050	f29r	12	6321	db	0.680	dag|dag	C11|C11
4051	f29r	12	6369	ankh	0.270	rho|rho	ρ|ρ
4052	f29r	12	6435	o	0.923	eps|eps	e|C19
4053	f29r	12	6440	rho	0.564	o|o	ρ
4054	f29r	12	6512	psi	0.889	phi|phi	ψ|ψ
4055	f29r	12	6581	o	0.333	-	o|o
4056	f29r	12	6631	l	0.348	lam|lam	C04|C04
4057	f29r	12	6675	z	0.900	z|z	z|z
4058	f29r	12	6715	v	0.283	v	v
4059	f29r	12	6760	l	0.286	lam	C04
4060	f29r	12	6805	psi	0.773	phi	ψ
4061	f29r	12	6851	l	0.677	rho	ρ
4062	f29r	12	6919	I	0.611	I	I
