code	printed	line	letter	context
11	11	10404	LXXVII.	obert Bowes. LXXVII. — Letter from Sir Robert Bowes to Lord Hunsdon ; dated Berwick, 11 January, 1580 [-81]. From the Had. MS. 6999, Art. 3. It may please your good Lords
81	81	10404	LXXVII.	I. — Letter from Sir Robert Bowes to Lord Hunsdon ; dated Berwick, 11 January, 1580 [-81]. From the Had. MS. 6999, Art. 3. It may please your good Lordship. This day there
6999	6999	10405	LXXVII.	rt Bowes to Lord Hunsdon ; dated Berwick, 11 January, 1580 [-81]. From the Had. MS. 6999, Art. 3. It may please your good Lordship. This day there is a great assembly at 
3	3	10405	LXXVII.	 Lord Hunsdon ; dated Berwick, 11 January, 1580 [-81]. From the Had. MS. 6999, Art. 3. It may please your good Lordship. This day there is a great assembly at Edinburgh,
11	11	10456	LXXVII.	 from Sir Robert Bowes to Lord Burghley and Sir Francis Walsingham ; dated Ber- wick, 11 January, 1580[-S1]. From the Harl. MS. o'999, Art. 4. It may please your good Lords
999	999	10456	LXXVII.	 Sir Francis Walsingham ; dated Ber- wick, 11 January, 1580[-S1]. From the Harl. MS. o'999, Art. 4. It may please your good Lordship and your Honor. This day I have receaved
4	4	10457	LXXVII.	s Walsingham ; dated Ber- wick, 11 January, 1580[-S1]. From the Harl. MS. o'999, Art. 4. It may please your good Lordship and your Honor. This day I have receaved very cr
2	2	10538	LXXVII.	 in Flaunders. He shalbe fraught with letters, and with the whole dispatched into m 2 16*4 BOWKS CORRESPONDENCE. Fraunce, so as to mete aptly with hym and his packe 
16	16	10541	LXXVII.	 Flaunders. He shalbe fraught with letters, and with the whole dispatched into m 2 16*4 BOWKS CORRESPONDENCE. Fraunce, so as to mete aptly with hym and his packe might 
4	4	10541	LXXVII.	aunders. He shalbe fraught with letters, and with the whole dispatched into m 2 16*4 BOWKS CORRESPONDENCE. Fraunce, so as to mete aptly with hym and his packe might h
30	30	10553	LXXVII.	urety. Besydes that, the French kynge haith offered to gyve to the Kynge of Scotland 30,000 crownes yearly in pencion, and to pay also the Kinge of Scotland the 100,000 gil
100	100	10554	LXXVII.	Scotland 30,000 crownes yearly in pencion, and to pay also the Kinge of Scotland the 100,000 gilders, payahle yerely to his mother, in case his mother will thereunto consent. 
000	000	10554	LXXVII.	land 30,000 crownes yearly in pencion, and to pay also the Kinge of Scotland the 100,000 gilders, payahle yerely to his mother, in case his mother will thereunto consent. But
98	98	10561	LXXVII.	on receipt of them in this sorte, to open them to yowe in manner before signifyed. 98. haith lately offered very frankly and with good hope of assured successe to * * * 
6999	6999	10623	LXXIX.	M. to Mr. Bowes, Threasurer of Barwycke, &c.; 15th Jan. 1581." From the Harl. MS. 6999, Art. 9. After, &c. uppon the receipt of your letters of the 11th of this present,
9	9	10623	LXXIX.	Bowes, Threasurer of Barwycke, &c.; 15th Jan. 1581." From the Harl. MS. 6999, Art. 9. After, &c. uppon the receipt of your letters of the 11th of this present, touching
16	16	10674	LXXX.	c. LXXX. — "Extract of Mr. Robert Bowes Letter to the Lord Lieutenant of the North. 16 Januarv, 1580[-1]." From the Harl. MS. <J<>99, Art. 12. It may please, &c. On Sa
1	1	10675	LXXX.	ct of Mr. Robert Bowes Letter to the Lord Lieutenant of the North. 16 Januarv, 1580[-1]." From the Harl. MS. <J<>99, Art. 12. It may please, &c. On Satterday last, Mr.
99	99	10675	LXXX.	to the Lord Lieutenant of the North. 16 Januarv, 1580[-1]." From the Harl. MS. <J<>99, Art. 12. It may please, &c. On Satterday last, Mr. Robert Daniel- son, Procuror Fi
12	12	10675	LXXX.	rd Lieutenant of the North. 16 Januarv, 1580[-1]." From the Harl. MS. <J<>99, Art. 12. It may please, &c. On Satterday last, Mr. Robert Daniel- son, Procuror Fiscall to 
16	16	10785	LXXXI.	e. LXXXI. — Letter from Sir Robert Bowes to Sir Francis Waesingiiam ; dated Barwick, 16 January, 15S0[-1]. From the Harl. MS. G999, Art. 11. It may please your Honor. Havi
1	1	10785	LXXXI.	r from Sir Robert Bowes to Sir Francis Waesingiiam ; dated Barwick, 16 January, 15S0[-1]. From the Harl. MS. G999, Art. 11. It may please your Honor. Having presently writ
11	11	10786	LXXXI.	ncis Waesingiiam ; dated Barwick, 16 January, 15S0[-1]. From the Harl. MS. G999, Art. 11. It may please your Honor. Having presently written to the right honorable thearlc o
1	1	10803	LXXXI.	t I maye ether be par- doned tor mync absence by her Majesties service, or otherwise 1 maye be licenced to repaire to the parliament, wherein I am redve to doe as I shal
7	7	10826	LXXXII.	XXXII. — Letter from Sir Robert Bowes to Sir Francis Walsingham (?) ; dated Barwick, 7 February, 1580[1]. From the Cottonian MS. Calig. C. vi. fol. 113. It may please 
1	1	10827	LXXXII.	from Sir Robert Bowes to Sir Francis Walsingham (?) ; dated Barwick, 7 February, 1580[1]. From the Cottonian MS. Calig. C. vi. fol. 113. It may please your Honor. Sythe
113	113	10827	LXXXII.	) ; dated Barwick, 7 February, 1580[1]. From the Cottonian MS. Calig. C. vi. fol. 113. It may please your Honor. Sythence my last, it appeareth that sondry of the nobili
170	170	10858	LXXXII.	warnynge therle of Argyle to hast his returne unto his countrey, and also of a 170 HOWES COKttESPONDENCE. pard advisynge Lenox to seke an other countrey, Beynge that 
1	1	10902	LXXXII.	njecture then given by any good intelligence, and lykewise a matter more weighty then 1 dare deale in, I do therefore leave it to the report and hand- lynge of others tha
120	120	10918	LXXXIII.	ecretary Walsing- ham, 24th February, 1580. From the Cottonian MS. Calig. C. vi. fol. 120. It is likely that this convencion shall shortly bringe furth other noveltyes. And I
172	172	10966	LXXXIII.	and shall bynde with An- gus, Marre, Montrosse, Ruthen, Lindsay, and Boyde, and that 172 BOWKS CORRESPONDENCE. a good plott shalbe accorded upon, then I think verilie that 
14	14	10992	LXXXIV.	XXXIV. — Letter from Sir Robert Bowes to Sir Francis Walsingiiam, dated at Newcastle, 14 March, 1580[-L] From the Harleian MS. 6999, Art. 44. It may please your Honor. 
6999	6999	10993	LXXXIV.	 Francis Walsingiiam, dated at Newcastle, 14 March, 1580[-L] From the Harleian MS. 6999, Art. 44. It may please your Honor. Your last, of the /th hereof, I have receaved 
44	44	10993	LXXXIV.	lsingiiam, dated at Newcastle, 14 March, 1580[-L] From the Harleian MS. 6999, Art. 44. It may please your Honor. Your last, of the /th hereof, I have receaved ; yeldynge
25	25	11078	LXXXV.	l. LXXXV. — From Sir Robert Bowes to Sir Francis Wal- singiiam ; dated at Berwick, 25 March, 1581. From the Harleian MS. 6999, Art. 59. It may please your Honor. By the
6999	6999	11079	LXXXV.	 Sir Francis Wal- singiiam ; dated at Berwick, 25 March, 1581. From the Harleian MS. 6999, Art. 59. It may please your Honor. By the mowthe of an honest Scottishman, present
59	59	11079	LXXXV.	 Wal- singiiam ; dated at Berwick, 25 March, 1581. From the Harleian MS. 6999, Art. 59. It may please your Honor. By the mowthe of an honest Scottishman, present at the 
1	1	11171	LXXXVI.	ounsell. LXXXVI. — From Sir Robert Bowes to Sir Francis Walsingham, dated at Berwick, 1 April, 1581. From the Harleian MS. 6999, Art. 76. It may please your Honor. Your l
6999	6999	11172	LXXXVI.	es to Sir Francis Walsingham, dated at Berwick, 1 April, 1581. From the Harleian MS. 6999, Art. 76. It may please your Honor. Your last of the 27th of the last monthe I r
76	76	11172	LXXXVI.	Francis Walsingham, dated at Berwick, 1 April, 1581. From the Harleian MS. 6999, Art. 76. It may please your Honor. Your last of the 27th of the last monthe I received ye
143	143	11209	LXXXVII.	 to Secretary Wal-= sixgh am, 1G May, 1581. From the Cottonian MS. Calig. C. vi.fol. 143. Thearle of Angus, seeing thend of the tyme of his tollera- cion to approache, and 
178	178	11282	LXXXVII.	 ; and there- fore I leave all the same to the reporte of others presentlie at x 178 HOWES CORRESPONDENCE. Barwick, and that knowcth the same with much bettor cer- tent
26	26	11382	LXXXIX.	and with myne humble duetye, I praye God have you in his blessed kepinge. Stretlam, 26 Aug. 1582. XC. — " Mr. Bowes to the Lord Treasurer, 26 Augusti, 1582." From the 
26	26	11385	XC.	 blessed kepinge. Stretlam, 26 Aug. 1582. XC. — " Mr. Bowes to the Lord Treasurer, 26 Augusti, 1582." From the Cottonian MS. Calig. C. vn. fol. 22. Sundry of the nobi
22	22	11386	XC.	 the Lord Treasurer, 26 Augusti, 1582." From the Cottonian MS. Calig. C. vn. fol. 22. Sundry of the nobilitye, joyned with a sufficient power of other noblemen, barons, 
2	2	11415	XC.	e to fall hastely to armes, and shorte tyme will shew the successe thereof, &c. n 2 XCI. — " To Sir Francis WalsINGHAM, 5° Septembris, It may please your hon
5	5	11421	XCI.	ll shew the successe thereof, &c. n 2 XCI. — " To Sir Francis WalsINGHAM, 5° Septembris, It may please your honour. Her Majesties lettre of the xxxth of Augus
1	1	11470	XCII.	meanes best likinge to her Highness, do speedelie intertaine BOWES COIIRESPONDEXCK. 1 SI and gett the favours of such noblemen and persons of value and credyte, and che
27	27	11499	XCIII.	rghley (?), dated Berwick, 8th Sept. 1582. From the Cottonian MS. Calig. C. vn. fol. 27. It may please your good lordship. Albeit thoccurrentes of Scotland are sufficiently 
1	1	11680	XCV.	 the gret advantage of her Majesties service, hath delivered to full contents of her 1 1 i^li n t-ss"' iustrucions geven him in chardge, and righte well performed all othe
1	1	11680	XCV.	the gret advantage of her Majesties service, hath delivered to full contents of her 1 1 i^li n t-ss"' iustrucions geven him in chardge, and righte well performed all other 
1	1	11684	XCV.	te well performed all other ducties, as shal be to her Ma- HOWES CORRESPONDENCE. 1 b3 jesties good contentcment and his owne commcndacion. Because the presence and assi
158	158	11735	XCV.	. Thus leavinge all others to the next, and with myne, &c. Strivlinge, xiiij Sept. 158-'. 1SG HOWES CORRESPONDENCE. XCYI. — "To Sir Francis Walsingiiam ; xviij0 Septembri
20	20	11803	XCVII	 duty, &c. Strivelinge, xviij Septembris, 1582. XCVII — « To Sir Francis Walsingham, 20 Septembris, It maye please your Honour. Your severall lettres of the xijth and xiijt
200	200	11829	XCVII	 consideracion. The lords heare did seeke paye to be graunted by her Majestie to the 200 horsmen and 300 fotemen to be levied and contynued for three monthes, which chardge 
300	300	11829	XCVII	e lords heare did seeke paye to be graunted by her Majestie to the 200 horsmen and 300 fotemen to be levied and contynued for three monthes, which chardge will amonte to m
1	1	11864	XCVII	te to be comforted. But beinge loth to persuade a mater of chardge to her Majestie, 1 leave it therefore whollie to the consideracion and furtherance of others. The compan
1	1	11982	XCVIII.	 to your seasonable direccion to be given therein. And thus with myne humble dutye, 1 pray God, &c. SHrlingc, xxii" ►Septcmbris, 1582. * This word is indistinctly written
192	192	12041	XCIX.	eclaracions of the Duke uttered to Justice Gierke, a very sure frend to Mr. Arch., 192 HOWES CORRESPONDENCE. who hath franklie reported the same to Sir George Carey, my- 
193	193	12090	XCIX.	 blessed keepings. Strivelinge, the xxvjth of September, 15S2. HOWES CORRESPONDENCE. 193 CI. — "To Sir Francis AValsinoiiam, xxvii0 Septembris, It maye please your Honour.
191	191	12143	CII.	beading is obviously incorrect ; the letter was addressed to Sir Francis Walsinghara. 191 nOWF.S CORRESPONDENCE. by his perswation is recovered to shelve a very lovinge affe
2	2	12246	CII	nven- tion. And thus with mvne humble dutie, &c. Edenburghe, primo Octobris, 1582. o 2 CIII.— "To Sir Francis Walsingham, vio Octobris, 1582, It may please your Honour. 
1	1	12255	CIII.	ncis Walsingham, vio Octobris, 1582, It may please your Honour. Your laste of the 2J)1'1 of Sep- tember laste I have received, and accordinge to the same 1 have acquainted 
1	1	12255	CIII.	is Walsingham, vio Octobris, 1582, It may please your Honour. Your laste of the 2J)1'1 of Sep- tember laste I have received, and accordinge to the same 1 have acquainted t
1	1	12256	CIII.	laste of the 2J)1'1 of Sep- tember laste I have received, and accordinge to the same 1 have acquainted the Lords presentlie here with the Kinge, of her Majesties bounty and
1	1	12277	CIII.	, hath promised payement therof at London ; therefore I have already receaved iiij1-. 1. It. of Sir John Forster, by the order of Sir George Carey, and to be payed againe
500	500	12347	CIV.	 all with her Majesties pleasure, grantinge to them support towardes the paye of the 500 souldiers to be levied and kepte aboute the Kinge for some reasonable tyme. And beca
1	1	12354	CIV.	 the disposition of the Kinge farr against it, forbidding the levie of any men of 1!)£ HOWES CORRESPONDENCE. warre, and for that I thought it not needfull to lett the
500	500	12412	CIV.	ereof. Besyds, yt was shewed that the captens appointed to have had chardge of the 500 souldiers to have ben lcvyed, had put themselves in redynes and furniture, and had 
1	1	12621	CV.	took occasion yesterday to have some quiet conference with him, letting him know that 1 had gotten understanding that he was thus greatly moved and put in fear, and offerin
1	1	12692	CV.	fer to the view of mine other, accompanying these presents, scribled in such sort as 1 fear you shall not read it. Thus with mine humble duty, &c. Edinburgh, the 11th 
1	1	12734	CVL	 think, and for her highness3 good service. Wherein, according to your late direction, 1 shall do and employ my best endeavour. Albeit the King be pleased to accept this 
46	46	12996	CVIII.	d men, that in the end are like to be * See the Cottonian MS. Calig. C. vn. fol. 46, b. P abandoned, and also more disgrace to myself, that bath no power to perform
1	1	13010	CVIII.	 charge in such poor estate as shall please God and her Majesty to appoint me. The 1,000/. received for these services remaincth entirely with me, ready to be returned or 
211	211	13052	CIX.	 * So in tin' .MS., we should probably read ' the packet.' HOWES CORRESPONDENCE. 211 of Fcrnihearstc. Out of which two houses I must draw the discovery of the truth of
2	2	13103	CIX.	he fall, or attempt some enterprise ; they dealt earnestly with the King both to p 2 grant the said charge, and also to suffer them to call to them their friends, as
5	5	13436	CXI.	air, and fat in body. This convention is very like to take end and disperse within 5 or G days at the farthest. It may therefore please you to pro- cure me full directi
47	47	13471	CXII.	 witli my best diligence. ■ It may be sccu in the CoU. MS. Calig. C. VII, fol. 47. The King desiring very greatly the liberty of Arrainc, and purposing to compass t
48	48	13622	CXIII.	hat I would write to you and Mr. Mar- * See the Cottonian MS. Calig. C. vn. fol. 48. shall of Barwick to give passport to Francisco the rider sent to him with horses
2001	2001	13667	CXIV.	me warrant for allowance of my diet here and extraordinary charges, with im- prest of 2001. ; and finding that the timely obtaining of the same proceedeth of your accustomed go
41	41	13844	CXV.	 sake to hasten my revocation with all expedition. Where you desire to know whether 41 may be won from 870, I thing it a matter more easy than profitable ; seeing the ad
870	870	13845	CXV.	revocation with all expedition. Where you desire to know whether 41 may be won from 870, I thing it a matter more easy than profitable ; seeing the advancement of 41 shall 
41	41	13846	CXV.	 from 870, I thing it a matter more easy than profitable ; seeing the advancement of 41 shall wound better than themselves, and that their aspiring mind cannot be kept in r
